@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
801,'2018/04/20 14:18:37:498',6,-20.968765,-6.520092,-20.331226,-1.200147,-19.431416,4.080863,-18.231251,9.242439,-16.299099,14.108674,-12.984384,18.116297,-8.630264,21.051565,-3.691992,22.926252,1.601448,23.244682,6.600548,22.349964,11.075779,19.961584,14.767818,16.552254,17.236588,12.218851,18.315643,7.264532,18.739662,2.16267,18.939735,-3.010373,18.863264,-8.185874,-17.588083,-13.804712,-15.359534,-15.904525,-12.405211,-16.837217,-9.30238,-16.836039,-6.26528,-16.233404,4.529801,-16.732323,7.259387,-17.630726,10.119114,-17.984659,12.960604,-17.534401,15.299345,-15.908861,-0.375191,-11.388248,-0.115502,-8.545157,0.141227,-5.719632,0.3906,-2.906668,-2.908312,0.199237,-1.248976,0.491942,0.447858,0.574052,2.020733,0.313188,3.534209,-0.154344,-13.327385,-9.244619,-11.513377,-10.354017,-9.335866,-10.662,-7.327103,-10.083372,-9.240293,-9.341034,-11.31974,-9.056605,6.022682,-10.760185,7.944328,-11.543062,10.125419,-11.507463,12.029287,-10.602027,10.073394,-10.180116,7.991062,-10.232271,-7.287086,8.467356,-4.964571,6.688037,-2.307379,5.440494,0.575076,5.544354,3.308129,5.150681,5.964315,6.123766,8.309409,7.691954,6.213923,9.391249,3.574498,10.281872,0.809312,10.592485,-2.077719,10.553089,-4.877745,9.914348,-2.436364,7.542617,0.661733,7.495982,3.608182,7.239375,3.664979,7.689703,0.678363,7.944107,-2.441381,7.991227,0,0.5,0.5
802,'2018/04/20 14:18:37:530',6,-20.987251,-6.35677,-20.360395,-1.004143,-19.48385,4.315073,-18.332022,9.494921,-16.463015,14.345511,-13.160511,18.301125,-8.778597,21.156965,-3.803364,22.9266,1.501408,23.17622,6.546454,22.328703,11.064732,19.969841,14.791101,16.579046,17.277849,12.271832,18.348997,7.342597,18.757177,2.243206,18.938875,-2.951066,18.83604,-8.146476,-17.622362,-13.814199,-15.366729,-15.922861,-12.398476,-16.856581,-9.287983,-16.861868,-6.242717,-16.265133,4.539315,-16.756821,7.259986,-17.6495,10.115075,-17.998652,12.959138,-17.552958,15.314099,-15.925592,-0.341543,-11.432172,-0.084787,-8.577938,0.167844,-5.742988,0.411882,-2.918576,-2.871069,0.212888,-1.209543,0.490084,0.489713,0.559328,2.047492,0.315788,3.546607,-0.13391,-13.323373,-9.257692,-11.506618,-10.362752,-9.333845,-10.671132,-7.32539,-10.080846,-9.239245,-9.349467,-11.316375,-9.072849,6.039332,-10.760708,7.949596,-11.547113,10.11845,-11.518162,12.017265,-10.616787,10.071328,-10.195068,7.998899,-10.245366,-7.251263,8.459476,-4.906219,6.656874,-2.249279,5.395579,0.616865,5.492939,3.324611,5.106835,5.966813,6.08746,8.309601,7.67812,6.211481,9.335913,3.572983,10.171437,0.837535,10.438195,-2.019462,10.438561,-4.827984,9.865557,-2.319806,7.583313,0.711051,7.53934,3.57616,7.29203,3.607706,7.503179,0.70652,7.670928,-2.332242,7.798414,0,0.5,0.5
803,'2018/04/20 14:18:37:548',6,-20.933784,-5.951684,-20.250837,-0.659028,-19.31275,4.593797,-18.094191,9.689045,-16.159422,14.428234,-12.865026,18.285473,-8.551743,21.10334,-3.664964,22.885269,1.574674,23.12398,6.598296,22.272179,11.070451,19.90073,14.751194,16.521854,17.227964,12.264182,18.33676,7.3969,18.783686,2.344236,18.991327,-2.814211,18.910038,-7.973434,-17.676443,-13.817435,-15.429549,-15.95562,-12.45378,-16.912813,-9.330479,-16.928019,-6.273581,-16.331903,4.46458,-16.841568,7.203228,-17.736044,10.078135,-18.080133,12.939465,-17.615376,15.302962,-15.966318,-0.378651,-11.489228,-0.121242,-8.650317,0.130737,-5.83062,0.373184,-3.020549,-2.89877,0.164644,-1.236832,0.450512,0.466103,0.517837,2.035856,0.271142,3.541378,-0.188916,-13.366396,-9.281258,-11.539084,-10.393624,-9.352074,-10.706224,-7.334219,-10.117848,-9.261563,-9.385817,-11.349642,-9.101436,5.993608,-10.810511,7.914253,-11.600186,10.099891,-11.570513,12.010787,-10.664959,10.051214,-10.248406,7.96706,-10.299298,-7.280857,8.414767,-4.949277,6.633582,-2.298176,5.38312,0.564819,5.463134,3.284723,5.093431,5.934883,6.067492,8.281489,7.63748,6.20156,9.341361,3.567895,10.236475,0.795485,10.531549,-2.090488,10.506435,-4.883476,9.866171,-2.422298,7.489397,0.65358,7.414717,3.58295,7.193724,3.642475,7.642693,0.669783,7.870527,-2.432027,7.942143,0,0.5,0.5
804,'2018/04/20 14:18:37:597',6,-21.030512,-6.260367,-20.389013,-0.988539,-19.475584,4.24036,-18.246555,9.345735,-16.272747,14.159945,-12.934539,18.124073,-8.585276,21.041075,-3.659815,22.907879,1.615574,23.231058,6.616139,22.352335,11.106972,19.996096,14.818316,16.607025,17.307734,12.290964,18.386517,7.332839,18.810276,2.215267,19.009798,-2.976456,18.928186,-8.171156,-17.614231,-13.805594,-15.379859,-15.9029,-12.421415,-16.831776,-9.315374,-16.837831,-6.274848,-16.241863,4.454938,-16.77738,7.223862,-17.690107,10.122036,-18.04693,12.9993,-17.582487,15.363103,-15.928607,-0.425869,-11.441792,-0.150631,-8.59315,0.122112,-5.76294,0.387093,-2.946044,-2.888115,0.198482,-1.242863,0.471102,0.436286,0.539457,1.99905,0.284808,3.505548,-0.169374,-13.372963,-9.181221,-11.560503,-10.322839,-9.367402,-10.637645,-7.345022,-10.053238,-9.261462,-9.284792,-11.351976,-8.988442,5.994853,-10.761339,7.930828,-11.569489,10.133686,-11.533076,12.04942,-10.608104,10.078879,-10.172618,7.979738,-10.222343,-7.247709,8.487949,-4.946879,6.668426,-2.302507,5.394581,0.57343,5.500153,3.305338,5.095546,5.962284,6.089604,8.307579,7.683016,6.198153,9.366107,3.547668,10.224693,0.802348,10.520964,-2.052454,10.503012,-4.84693,9.907655,-2.357455,7.589123,0.66349,7.557208,3.533879,7.284296,3.561381,7.524474,0.658187,7.727947,-2.368795,7.825138,0,0.5,0.5
805,'2018/04/20 14:18:37:615',6,-20.907261,-6.359069,-20.279291,-0.9856,-19.409382,4.355637,-18.273808,9.550995,-16.433615,14.404767,-13.157232,18.351231,-8.782684,21.181828,-3.813992,22.928234,1.486175,23.156603,6.546796,22.302395,11.072351,19.935095,14.810201,16.553007,17.305607,12.253007,18.393993,7.335768,18.809296,2.246339,18.982292,-2.944228,18.873348,-8.137133,-17.597176,-13.751457,-15.350945,-15.893232,-12.3782,-16.853079,-9.257319,-16.866447,-6.201958,-16.268353,4.510632,-16.760118,7.216079,-17.655935,10.061861,-18.00671,12.899958,-17.566374,15.256089,-15.946718,-0.331164,-11.457128,-0.091008,-8.626314,0.144935,-5.815327,0.372393,-3.01503,-2.839879,0.137741,-1.204077,0.400319,0.467427,0.464494,1.999252,0.232658,3.47806,-0.195713,-13.292894,-9.229797,-11.466217,-10.343195,-9.278577,-10.650558,-7.264253,-10.043227,-9.189117,-9.304447,-11.278646,-9.028149,6.018243,-10.726006,7.929434,-11.527178,10.111518,-11.505339,12.019518,-10.593661,10.070102,-10.151921,7.986825,-10.201066,-7.320076,8.433623,-4.959899,6.646658,-2.294602,5.380917,0.584826,5.457364,3.312787,5.092117,5.965527,6.078829,8.321011,7.659569,6.222802,9.331242,3.583455,10.202005,0.810567,10.486009,-2.081222,10.470036,-4.893218,9.858649,-2.441752,7.478844,0.675027,7.399755,3.636453,7.181049,3.698442,7.644619,0.692267,7.864742,-2.451325,7.950227,0,0.5,0.5
806,'2018/04/20 14:18:37:678',6,-20.950628,-6.109402,-20.284531,-0.82139,-19.354897,4.424495,-18.141865,9.533041,-16.210016,14.321464,-12.903515,18.236666,-8.57239,21.10096,-3.663219,22.908678,1.589032,23.180584,6.603238,22.316101,11.093374,19.959433,14.801304,16.580061,17.302479,12.300685,18.407063,7.395605,18.848837,2.323391,19.060568,-2.837489,18.987038,-8.001923,-17.703068,-13.814857,-15.452058,-15.937996,-12.47321,-16.881744,-9.346689,-16.89139,-6.285028,-16.291986,4.440149,-16.809332,7.203062,-17.718714,10.100115,-18.074829,12.982521,-17.620886,15.36375,-15.976274,-0.413322,-11.492173,-0.154553,-8.626425,0.10039,-5.779968,0.347416,-2.945259,-2.894875,0.205846,-1.248524,0.478686,0.434084,0.543395,1.995691,0.296425,3.49879,-0.154374,-13.393873,-9.212291,-11.572631,-10.355651,-9.373173,-10.670185,-7.34591,-10.067567,-9.273112,-9.311555,-11.368514,-9.020285,5.996543,-10.769751,7.927846,-11.584496,10.13065,-11.554262,12.047665,-10.62335,10.077957,-10.188714,7.980444,-10.239187,-7.30725,8.447745,-4.975142,6.642826,-2.31653,5.37968,0.559581,5.475852,3.297293,5.081323,5.96859,6.060442,8.338576,7.643437,6.219009,9.319613,3.554253,10.16931,0.795176,10.453242,-2.070041,10.4464,-4.882272,9.861702,-2.372125,7.563955,0.656654,7.524683,3.544244,7.262145,3.579558,7.485981,0.656692,7.670193,-2.382096,7.787604,0,0.5,0.5
807,'2018/04/20 14:18:37:695',6,-20.930435,-6.163679,-20.291626,-0.869146,-19.398149,4.388226,-18.214146,9.498197,-16.303616,14.279275,-13.008973,18.187872,-8.669179,21.032316,-3.749651,22.8319,1.518533,23.101107,6.546715,22.270794,11.053242,19.944088,14.782105,16.602232,17.281557,12.340321,18.372622,7.435568,18.796434,2.342726,18.989527,-2.851649,18.904921,-8.048326,-17.605837,-13.798632,-15.366677,-15.916352,-12.405896,-16.860378,-9.29993,-16.875225,-6.261568,-16.284931,4.466906,-16.801619,7.213517,-17.704857,10.096333,-18.054274,12.965688,-17.592596,15.336299,-15.943617,-0.392974,-11.487942,-0.129911,-8.641755,0.129648,-5.815859,0.381054,-3.001422,-2.881877,0.150412,-1.233874,0.419896,0.449908,0.482883,2.009471,0.239866,3.512965,-0.206144,-13.359047,-9.210959,-11.529207,-10.351534,-9.323469,-10.65759,-7.298649,-10.043796,-9.231404,-9.292443,-11.332198,-9.006154,5.989158,-10.738289,7.918484,-11.566978,10.127359,-11.543565,12.055295,-10.617565,10.086301,-10.16893,7.981881,-10.214253,-7.354672,8.41931,-4.989838,6.63869,-2.309939,5.388857,0.581622,5.468837,3.328159,5.094138,6.008903,6.063465,8.396864,7.620281,6.278748,9.334891,3.608092,10.235985,0.803974,10.535832,-2.109079,10.512875,-4.933327,9.876225,-2.469646,7.48858,0.665778,7.416603,3.650429,7.179733,3.711523,7.652768,0.676909,7.889351,-2.487155,7.964216,0,0.5,0.5
808,'2018/04/20 14:18:37:745',6,-20.908195,-6.230725,-20.268427,-0.890946,-19.374128,4.411665,-18.21146,9.567498,-16.341053,14.387667,-13.054388,18.314636,-8.697513,21.158159,-3.74864,22.920351,1.534407,23.157957,6.573771,22.318277,11.092089,19.98439,14.824473,16.624987,17.33194,12.358611,18.428274,7.465493,18.855255,2.395667,19.051243,-2.775732,18.965303,-7.950169,-17.688993,-13.795999,-15.42347,-15.932521,-12.431375,-16.877899,-9.295409,-16.883162,-6.226219,-16.277283,4.463058,-16.768587,7.211094,-17.673136,10.096988,-18.028177,12.974198,-17.58345,15.358784,-15.942832,-0.377609,-11.508429,-0.131875,-8.650362,0.110049,-5.812579,0.344438,-2.985873,-2.886863,0.164246,-1.242651,0.431293,0.438118,0.492739,1.992008,0.257103,3.488945,-0.181269,-13.388741,-9.229904,-11.55795,-10.368353,-9.353755,-10.679912,-7.323053,-10.065736,-9.258071,-9.318411,-11.359545,-9.033865,6.020495,-10.747029,7.951392,-11.56231,10.154731,-11.534083,12.075139,-10.60134,10.105116,-10.165136,8.005213,-10.217565,-7.310052,8.433457,-4.963285,6.626839,-2.303661,5.360725,0.565412,5.451687,3.292196,5.069689,5.955931,6.054672,8.32585,7.648178,6.210423,9.305254,3.550602,10.134162,0.798822,10.399313,-2.062857,10.404111,-4.878429,9.836187,-2.364406,7.552616,0.664389,7.50586,3.549229,7.258428,3.585974,7.453982,0.665207,7.613901,-2.373945,7.750578,0,0.5,0.5
809,'2018/04/20 14:18:37:762',6,-20.881512,-6.364025,-20.241228,-1.049529,-19.346806,4.228309,-18.173201,9.370149,-16.284895,14.197533,-13.006152,18.157127,-8.669099,21.040443,-3.745477,22.866264,1.528672,23.154226,6.561377,22.307646,11.075503,19.962492,14.803737,16.591063,17.296774,12.293168,18.37993,7.363509,18.798927,2.263411,18.993563,-2.926801,18.912653,-8.118738,-17.634569,-13.786205,-15.397784,-15.907229,-12.434197,-16.851555,-9.323496,-16.85918,-6.279872,-16.260698,4.468813,-16.762878,7.215568,-17.666632,10.09769,-18.01893,12.965453,-17.561016,15.332615,-15.915752,-0.390212,-11.448997,-0.131411,-8.595406,0.12333,-5.760876,0.370139,-2.937679,-2.892036,0.180973,-1.240599,0.462712,0.447968,0.534587,2.01295,0.282989,3.519595,-0.175456,-13.385736,-9.217978,-11.562263,-10.339125,-9.372089,-10.648792,-7.352608,-10.059485,-9.276952,-9.317246,-11.367082,-9.031128,6.018629,-10.744353,7.945077,-11.544056,10.13838,-11.51499,12.056785,-10.60548,10.093029,-10.17682,7.999769,-10.225944,-7.325431,8.438673,-4.974038,6.662487,-2.305271,5.418265,0.575761,5.508456,3.314302,5.126579,5.987599,6.091852,8.3663,7.649533,6.253081,9.35376,3.590573,10.243333,0.803175,10.542026,-2.092752,10.515534,-4.905644,9.885298,-2.444689,7.523309,0.663052,7.465572,3.625925,7.218843,3.685626,7.650266,0.676321,7.884775,-2.456501,7.955635,0,0.5,0.5
810,'2018/04/20 14:18:37:813',6,-20.909454,-6.25635,-20.275745,-0.873301,-19.399216,4.477,-18.269903,9.67241,-16.440758,14.513753,-13.153204,18.431021,-8.759477,21.229353,-3.77046,22.929163,1.536892,23.116449,6.593519,22.284758,11.122974,19.948187,14.859347,16.588568,17.351383,12.321837,18.419559,7.435256,18.814095,2.369884,18.979221,-2.80617,18.863539,-7.983371,-17.689905,-13.790183,-15.425014,-15.93117,-12.438699,-16.881893,-9.310124,-16.891916,-6.247685,-16.29212,4.506261,-16.79035,7.217952,-17.682913,10.069674,-18.033855,12.916887,-17.596916,15.282594,-15.969543,-0.351294,-11.451393,-0.107675,-8.622014,0.131499,-5.813405,0.362656,-3.01488,-2.881262,0.170065,-1.223387,0.431559,0.470829,0.488564,2.022758,0.256988,3.51841,-0.177475,-13.359634,-9.229587,-11.536278,-10.359622,-9.346025,-10.666435,-7.33103,-10.036918,-9.255362,-9.29536,-11.345109,-9.021493,6.01649,-10.72671,7.922823,-11.549627,10.105181,-11.533984,12.011458,-10.608368,10.064797,-10.157595,7.983122,-10.202697,-7.345635,8.419897,-4.959864,6.619622,-2.279694,5.354868,0.601558,5.432883,3.329216,5.056317,6.001086,6.027349,8.389396,7.610424,6.27369,9.275084,3.606499,10.108494,0.841813,10.367884,-2.043528,10.386266,-4.886295,9.82528,-2.370988,7.53514,0.705511,7.472449,3.62555,7.231536,3.672004,7.463577,0.70975,7.619892,-2.382576,7.773877,0,0.5,0.5
811,'2018/04/20 14:18:37:831',6,-20.921125,-6.200865,-20.265779,-0.922409,-19.347488,4.314555,-18.131937,9.41468,-16.188484,14.199422,-12.888534,18.125973,-8.571299,21.010366,-3.680139,22.860735,1.570895,23.163326,6.575754,22.306803,11.057744,19.958429,14.763783,16.596844,17.261074,12.324699,18.369898,7.418541,18.815218,2.340722,19.028032,-2.825019,18.961939,-7.994105,-17.639227,-13.850386,-15.403574,-15.96899,-12.437683,-16.910337,-9.324129,-16.913239,-6.278918,-16.306593,4.441119,-16.806633,7.19494,-17.721439,10.084562,-18.080637,12.959647,-17.626295,15.332026,-15.984267,-0.401538,-11.445418,-0.140523,-8.600128,0.116884,-5.773517,0.366546,-2.95889,-2.893994,0.170592,-1.247425,0.449616,0.435747,0.519062,2.002281,0.269198,3.510381,-0.185897,-13.352969,-9.228189,-11.533043,-10.361589,-9.337752,-10.668675,-7.319917,-10.067698,-9.243236,-9.315168,-11.334342,-9.028051,5.990722,-10.75054,7.918016,-11.563574,10.118725,-11.533467,12.035976,-10.610861,10.070185,-10.172089,7.974216,-10.220204,-7.329847,8.426131,-4.989605,6.654457,-2.325384,5.410881,0.556447,5.503721,3.300262,5.121017,5.973339,6.09101,8.348139,7.645507,6.237812,9.357905,3.5754,10.255979,0.78493,10.563046,-2.112711,10.527253,-4.920102,9.882828,-2.458426,7.512903,0.641477,7.456294,3.601347,7.210462,3.661833,7.661773,0.656485,7.904845,-2.46976,7.96324,0,0.5,0.5
812,'2018/04/20 14:18:37:878',6,-20.966959,-6.422153,-20.349039,-1.048227,-19.480871,4.292145,-18.334356,9.489569,-16.470974,14.352777,-13.167504,18.31617,-8.773194,21.170937,-3.783089,22.933086,1.537265,23.172142,6.576402,22.32785,11.094503,19.986666,14.824721,16.619417,17.313723,12.332882,18.387989,7.421291,18.79393,2.337274,18.968315,-2.845182,18.863401,-8.029214,-17.667131,-13.761475,-15.4085,-15.91621,-12.413868,-16.873503,-9.271522,-16.877047,-6.196794,-16.265985,4.478631,-16.738466,7.213606,-17.647697,10.088212,-18.006235,12.953782,-17.559978,15.321392,-15.912145,-0.34476,-11.449408,-0.095003,-8.61072,0.151328,-5.791315,0.39029,-2.982779,-2.873833,0.149742,-1.220155,0.420819,0.470622,0.485091,2.025344,0.247733,3.522265,-0.194566,-13.326577,-9.227926,-11.503078,-10.351835,-9.312818,-10.660174,-7.293317,-10.051551,-9.217616,-9.308332,-11.308122,-9.029581,6.014975,-10.723378,7.93501,-11.527674,10.121856,-11.500772,12.03073,-10.579956,10.073615,-10.142838,7.98662,-10.193643,-7.264699,8.44208,-4.92054,6.63659,-2.26473,5.367409,0.60436,5.458511,3.31785,5.078122,5.963591,6.066532,8.312436,7.662696,6.218759,9.322543,3.579775,10.159513,0.837836,10.427725,-2.02749,10.42845,-4.838543,9.851183,-2.336432,7.548,0.701283,7.493807,3.580425,7.253655,3.62172,7.501774,0.70518,7.674384,-2.345203,7.799131,0,0.5,0.5
813,'2018/04/20 14:18:37:895',6,-20.873774,-6.134716,-20.218508,-0.83482,-19.306477,4.425913,-18.111027,9.540643,-16.201878,14.323561,-12.925901,18.239805,-8.613586,21.105997,-3.716699,22.925531,1.538451,23.199366,6.575932,22.351482,11.075187,19.990456,14.784835,16.610149,17.276175,12.327565,18.378838,7.421494,18.818909,2.334964,19.021242,-2.849461,18.941004,-8.036041,-17.620815,-13.811992,-15.390477,-15.940123,-12.431763,-16.890753,-9.324839,-16.902967,-6.284503,-16.306894,4.432159,-16.804829,7.178345,-17.710806,10.06149,-18.062996,12.931239,-17.602245,15.301248,-15.953674,-0.39912,-11.482653,-0.144369,-8.64535,0.105864,-5.826651,0.347991,-3.018481,-2.889519,0.149071,-1.244969,0.426798,0.438077,0.493513,2.000581,0.247352,3.502702,-0.205811,-13.322489,-9.253921,-11.504622,-10.372318,-9.320715,-10.682313,-7.307067,-10.094426,-9.225923,-9.35101,-11.310027,-9.065116,5.982764,-10.782557,7.903079,-11.578006,10.089743,-11.546553,11.999862,-10.63849,10.041937,-10.211282,7.956288,-10.260975,-7.262396,8.430337,-4.94764,6.637633,-2.30505,5.376877,0.558684,5.459003,3.28702,5.087321,5.939571,6.073457,8.286731,7.65141,6.195754,9.343375,3.559706,10.231184,0.788431,10.528309,-2.08739,10.501384,-4.871046,9.869589,-2.423171,7.484306,0.645785,7.410281,3.577885,7.185585,3.636291,7.646284,0.662542,7.87966,-2.431512,7.946648,0,0.5,0.5
814,'2018/04/20 14:18:37:945',6,-20.972353,-6.056229,-20.321117,-0.728386,-19.416368,4.561775,-18.233603,9.696341,-16.334398,14.483161,-13.025495,18.369848,-8.658852,21.178312,-3.709595,22.916756,1.570271,23.135561,6.613005,22.299812,11.127485,19.963316,14.850549,16.601171,17.341221,12.335822,18.420471,7.444394,18.833,2.369897,19.01078,-2.81192,18.902611,-7.99492,-17.687824,-13.787136,-15.430715,-15.922753,-12.449331,-16.871109,-9.32398,-16.882631,-6.264905,-16.28549,4.44649,-16.798248,7.183959,-17.703575,10.059679,-18.060024,12.927553,-17.613132,15.304095,-15.971371,-0.383437,-11.466346,-0.124783,-8.645172,0.129369,-5.843908,0.374819,-3.053028,-2.871095,0.143379,-1.219912,0.404802,0.467542,0.460318,2.02038,0.224376,3.515287,-0.214205,-13.372944,-9.219828,-11.553164,-10.342793,-9.368057,-10.657848,-7.349853,-10.064247,-9.270051,-9.318277,-11.356858,-9.032856,6.005648,-10.770712,7.923454,-11.570517,10.107505,-11.543891,12.0161,-10.632541,10.060442,-10.201655,7.976441,-10.249608,-7.245583,8.450327,-4.920051,6.62141,-2.273826,5.334248,0.591552,5.4137,3.308621,5.036305,5.956683,6.037237,8.302003,7.64756,6.205014,9.302516,3.56462,10.134356,0.825324,10.400112,-2.027642,10.409672,-4.828336,9.845225,-2.333934,7.530726,0.689813,7.46493,3.560739,7.231474,3.593863,7.46557,0.689286,7.630395,-2.342598,7.76777,0,0.5,0.5
815,'2018/04/20 14:18:37:962',6,-20.955725,-6.083818,-20.318056,-0.790735,-19.423592,4.464291,-18.226627,9.567423,-16.293957,14.33657,-12.982315,18.231482,-8.636477,21.070206,-3.714711,22.867514,1.55627,23.129618,6.578297,22.294975,11.076367,19.966585,14.798619,16.626854,17.295668,12.372523,18.389122,7.47512,18.815376,2.387821,19.003803,-2.803627,18.914301,-7.996506,-17.591114,-13.819848,-15.357244,-15.937717,-12.401219,-16.878996,-9.300918,-16.888277,-6.269276,-16.290855,4.458403,-16.802273,7.200952,-17.71368,10.080766,-18.069407,12.948596,-17.609344,15.316456,-15.95782,-0.396189,-11.396962,-0.135496,-8.589984,0.121705,-5.802148,0.370914,-3.025184,-2.890686,0.107354,-1.244858,0.375653,0.43724,0.437226,1.998405,0.195011,3.502525,-0.249623,-13.312045,-9.236375,-11.499167,-10.345266,-9.325241,-10.653586,-7.320614,-10.073706,-9.231023,-9.334575,-11.306637,-9.05128,6.016951,-10.773785,7.931841,-11.564671,10.110512,-11.531804,12.017278,-10.634034,10.064659,-10.210928,7.985487,-10.256494,-7.271345,8.421655,-4.951784,6.616519,-2.30175,5.348152,0.571296,5.426782,3.301588,5.055016,5.957685,6.046537,8.308073,7.631631,6.216636,9.334311,3.57578,10.22583,0.801009,10.523357,-2.084904,10.501801,-4.879302,9.870721,-2.432219,7.469166,0.656778,7.388578,3.59936,7.164061,3.654278,7.633881,0.669872,7.866734,-2.443204,7.940101,0,0.5,0.5
816,'2018/04/20 14:18:37:994',6,-20.893913,-6.261246,-20.258371,-0.914989,-19.37277,4.394675,-18.219091,9.564392,-16.358225,14.412181,-13.069972,18.363457,-8.700581,21.215254,-3.739563,22.982323,1.551949,23.225218,6.60632,22.374393,11.139995,20.021084,14.879474,16.632399,17.37125,12.321761,18.434259,7.384083,18.83124,2.28303,18.999815,-2.911974,18.888432,-8.10905,-17.642359,-13.779499,-15.400659,-15.897075,-12.438148,-16.835251,-9.331859,-16.842218,-6.289965,-16.247293,4.475164,-16.761272,7.200374,-17.662516,10.061434,-18.020903,12.914182,-17.582418,15.278383,-15.95657,-0.385504,-11.427555,-0.133676,-8.62549,0.113896,-5.842721,0.353373,-3.071347,-2.875964,0.130353,-1.229305,0.39039,0.451848,0.450224,2.001556,0.210814,3.496802,-0.226188,-13.333163,-9.203276,-11.535657,-10.309199,-9.378169,-10.625041,-7.378994,-10.054152,-9.274148,-9.305583,-11.338226,-9.021374,6.038081,-10.760492,7.940305,-11.53641,10.098132,-11.505526,11.984813,-10.608679,10.048536,-10.184072,7.985692,-10.233762,-7.294415,8.459923,-4.956385,6.633104,-2.29766,5.345909,0.583491,5.429999,3.319659,5.045846,5.984634,6.044727,8.348103,7.651313,6.231925,9.31223,3.573238,10.145859,0.819314,10.416892,-2.045145,10.422832,-4.860668,9.858877,-2.363919,7.53978,0.682682,7.482191,3.580995,7.236337,3.618041,7.485863,0.685148,7.661434,-2.371376,7.792003,0,0.5,0.5
